geography,date,claims
FERRY, 04/16/22,2
FRANKLIN, 04/16/22,64
GARFIELD, 04/16/22,0
GRANT, 04/16/22,81
GRAYS HARBOR, 04/16/22,44
ISLAND, 04/16/22,19
JEFFERSON, 04/16/22,11
KING, 04/16/22,838
KITSAP, 04/16/22,90
KITTITAS, 04/16/22,30
KLICKITAT, 04/16/22,11
LEWIS, 04/16/22,81
LINCOLN, 04/16/22,3
MASON, 04/16/22,28
OKANOGAN, 04/16/22,34
PACIFIC, 04/16/22,13
PEND OREILLE, 04/16/22,5
PIERCE, 04/16/22,580
SAN JUAN, 04/16/22,2
SKAGIT, 04/16/22,77
SKAMANIA, 04/16/22,5
SNOHOMISH, 04/16/22,416
SPOKANE, 04/16/22,234
STEVENS, 04/16/22,28
THURSTON, 04/16/22,173
WAHKIAKUM, 04/16/22,1
WALLA WALLA, 04/16/22,25
WHATCOM, 04/16/22,99
WHITMAN, 04/16/22,7
YAKIMA, 04/16/22,436
ADAMS, 04/23/22,18
ASOTIN, 04/23/22,5
BENTON, 04/23/22,121
CHELAN, 04/23/22,76
CLALLAM, 04/23/22,24
CLARK, 04/23/22,205
COLUMBIA, 04/23/22,1
COWLITZ, 04/23/22,92
DOUGLAS, 04/23/22,38
FERRY, 04/23/22,2
FRANKLIN, 04/23/22,56
GARFIELD, 04/23/22,2
GRANT, 04/23/22,87
GRAYS HARBOR, 04/23/22,61
ISLAND, 04/23/22,25
JEFFERSON, 04/23/22,12
KING, 04/23/22,826
KITSAP, 04/23/22,93
KITTITAS, 04/23/22,24
KLICKITAT, 04/23/22,10
LEWIS, 04/23/22,81
LINCOLN, 04/23/22,3
MASON, 04/23/22,43
OKANOGAN, 04/23/22,14
PACIFIC, 04/23/22,6
PEND OREILLE, 04/23/22,5
PIERCE, 04/23/22,536
SAN JUAN, 04/23/22,3
SKAGIT, 04/23/22,73
SKAMANIA, 04/23/22,8
SNOHOMISH, 04/23/22,378
SPOKANE, 04/23/22,190
STEVENS, 04/23/22,24
THURSTON, 04/23/22,159
WAHKIAKUM, 04/23/22,2
WALLA WALLA, 04/23/22,13
WHATCOM, 04/23/22,107
WHITMAN, 04/23/22,7
YAKIMA, 04/23/22,243
ADAMS, 04/30/22,12
ASOTIN, 04/30/22,5
BENTON, 04/30/22,111
CHELAN, 04/30/22,40
CLALLAM, 04/30/22,27
CLARK, 04/30/22,168
COLUMBIA, 04/30/22,3
COWLITZ, 04/30/22,74
DOUGLAS, 04/30/22,19
FERRY, 04/30/22,5
FRANKLIN, 04/30/22,73
GARFIELD, 04/30/22,1
GRANT, 04/30/22,77
GRAYS HARBOR, 04/30/22,54
ISLAND, 04/30/22,25
JEFFERSON, 04/30/22,2
KING, 04/30/22,751
KITSAP, 04/30/22,92
KITTITAS, 04/30/22,26
KLICKITAT, 04/30/22,5
LEWIS, 04/30/22,38
LINCOLN, 04/30/22,5
MASON, 04/30/22,35
OKANOGAN, 04/30/22,16
PACIFIC, 04/30/22,9
PEND OREILLE, 04/30/22,3
PIERCE, 04/30/22,578
SAN JUAN, 04/30/22,2
SKAGIT, 04/30/22,84
SKAMANIA, 04/30/22,4
SNOHOMISH, 04/30/22,370
SPOKANE, 04/30/22,176
STEVENS, 04/30/22,15
THURSTON, 04/30/22,150
WAHKIAKUM, 04/30/22,0
WALLA WALLA, 04/30/22,21
WHATCOM, 04/30/22,112
WHITMAN, 04/30/22,11
YAKIMA, 04/30/22,199
ADAMS, 05/07/22,18
ASOTIN, 05/07/22,6
BENTON, 05/07/22,126
CHELAN, 05/07/22,69
CLALLAM, 05/07/22,27
CLARK, 05/07/22,222
COLUMBIA, 05/07/22,3
COWLITZ, 05/07/22,61
DOUGLAS, 05/07/22,24
FERRY, 05/07/22,3
FRANKLIN, 05/07/22,68
GARFIELD, 05/07/22,0
GRANT, 05/07/22,53
GRAYS HARBOR, 05/07/22,50
ISLAND, 05/07/22,20
JEFFERSON, 05/07/22,15
KING, 05/07/22,862
KITSAP, 05/07/22,90
KITTITAS, 05/07/22,22
KLICKITAT, 05/07/22,9
LEWIS, 05/07/22,38
LINCOLN, 05/07/22,1
MASON, 05/07/22,30
OKANOGAN, 05/07/22,18
PACIFIC, 05/07/22,11
PEND OREILLE, 05/07/22,4
PIERCE, 05/07/22,525
SAN JUAN, 05/07/22,3
SKAGIT, 05/07/22,90
SKAMANIA, 05/07/22,5
SNOHOMISH, 05/07/22,383
SPOKANE, 05/07/22,208
STEVENS, 05/07/22,25
THURSTON, 05/07/22,149
WAHKIAKUM, 05/07/22,2
WALLA WALLA, 05/07/22,16
WHATCOM, 05/07/22,126
WHITMAN, 05/07/22,14
YAKIMA, 05/07/22,276
ADAMS, 05/14/22,7
ASOTIN, 05/14/22,8
BENTON, 05/14/22,128
CHELAN, 05/14/22,64
CLALLAM, 05/14/22,24
CLARK, 05/14/22,154
COLUMBIA, 05/14/22,3
COWLITZ, 05/14/22,80
DOUGLAS, 05/14/22,23
FERRY, 05/14/22,2
FRANKLIN, 05/14/22,54
GARFIELD, 05/14/22,0
GRANT, 05/14/22,50
GRAYS HARBOR, 05/14/22,54
ISLAND, 05/14/22,23
JEFFERSON, 05/14/22,8
KING, 05/14/22,785
KITSAP, 05/14/22,108
KITTITAS, 05/14/22,28
KLICKITAT, 05/14/22,6
LEWIS, 05/14/22,44
LINCOLN, 05/14/22,1
MASON, 05/14/22,28
OKANOGAN, 05/14/22,25
PACIFIC, 05/14/22,8
PEND OREILLE, 05/14/22,3
PIERCE, 05/14/22,517
SAN JUAN, 05/14/22,1
SKAGIT, 05/14/22,85
SKAMANIA, 05/14/22,5
SNOHOMISH, 05/14/22,350
SPOKANE, 05/14/22,231
STEVENS, 05/14/22,18
THURSTON, 05/14/22,159
WAHKIAKUM, 05/14/22,0
WALLA WALLA, 05/14/22,15
WHATCOM, 05/14/22,171
WHITMAN, 05/14/22,8
YAKIMA, 05/14/22,205
ADAMS, 05/21/22,4
ASOTIN, 05/21/22,7
BENTON, 05/21/22,117
CHELAN, 05/21/22,46
CLALLAM, 05/21/22,19
CLARK, 05/21/22,175
COLUMBIA, 05/21/22,1
COWLITZ, 05/21/22,60
DOUGLAS, 05/21/22,27
FERRY, 05/21/22,5
FRANKLIN, 05/21/22,73
GARFIELD, 05/21/22,0
GRANT, 05/21/22,59
GRAYS HARBOR, 05/21/22,51
ISLAND, 05/21/22,21
JEFFERSON, 05/21/22,14
KING, 05/21/22,678
KITSAP, 05/21/22,72
KITTITAS, 05/21/22,26
KLICKITAT, 05/21/22,9
LEWIS, 05/21/22,50
LINCOLN, 05/21/22,8
MASON, 05/21/22,28
OKANOGAN, 05/21/22,22
PACIFIC, 05/21/22,4
PEND OREILLE, 05/21/22,2
PIERCE, 05/21/22,481
SAN JUAN, 05/21/22,4
SKAGIT, 05/21/22,99
SKAMANIA, 05/21/22,3
SNOHOMISH, 05/21/22,343
SPOKANE, 05/21/22,226
STEVENS, 05/21/22,11
THURSTON, 05/21/22,126
WAHKIAKUM, 05/21/22,3
WALLA WALLA, 05/21/22,16
WHATCOM, 05/21/22,96
WHITMAN, 05/21/22,14
YAKIMA, 05/21/22,196
ADAMS, 05/28/22,13
ASOTIN, 05/28/22,7
BENTON, 05/28/22,157
CHELAN, 05/28/22,72
CLALLAM, 05/28/22,28
CLARK, 05/28/22,169
COLUMBIA, 05/28/22,1
COWLITZ, 05/28/22,75
DOUGLAS, 05/28/22,46
FERRY, 05/28/22,4
FRANKLIN, 05/28/22,119
GARFIELD, 05/28/22,1
GRANT, 05/28/22,48
GRAYS HARBOR, 05/28/22,53
ISLAND, 05/28/22,18
JEFFERSON, 05/28/22,10
KING, 05/28/22,800
KITSAP, 05/28/22,79
KITTITAS, 05/28/22,18
KLICKITAT, 05/28/22,11
LEWIS, 05/28/22,41
LINCOLN, 05/28/22,1
MASON, 05/28/22,33
OKANOGAN, 05/28/22,33
PACIFIC, 05/28/22,12
PEND OREILLE, 05/28/22,4
PIERCE, 05/28/22,521
SAN JUAN, 05/28/22,2
SKAGIT, 05/28/22,69
SKAMANIA, 05/28/22,1
SNOHOMISH, 05/28/22,372
SPOKANE, 05/28/22,200
STEVENS, 05/28/22,17
THURSTON, 05/28/22,131
WAHKIAKUM, 05/28/22,0
WALLA WALLA, 05/28/22,24
WHATCOM, 05/28/22,111
WHITMAN, 05/28/22,8
YAKIMA, 05/28/22,235
ADAMS, 06/04/22,12
ASOTIN, 06/04/22,2
BENTON, 06/04/22,143
CHELAN, 06/04/22,56
CLALLAM, 06/04/22,20
CLARK, 06/04/22,183
COLUMBIA, 06/04/22,1
COWLITZ, 06/04/22,56
DOUGLAS, 06/04/22,44
FERRY, 06/04/22,4
FRANKLIN, 06/04/22,89
GARFIELD, 06/04/22,0
GRANT, 06/04/22,48
GRAYS HARBOR, 06/04/22,33
ISLAND, 06/04/22,18
JEFFERSON, 06/04/22,5
KING, 06/04/22,713
KITSAP, 06/04/22,78
KITTITAS, 06/04/22,31
KLICKITAT, 06/04/22,2
LEWIS, 06/04/22,48
LINCOLN, 06/04/22,4
MASON, 06/04/22,30
OKANOGAN, 06/04/22,41
PACIFIC, 06/04/22,3
PEND OREILLE, 06/04/22,5
PIERCE, 06/04/22,447
SAN JUAN, 06/04/22,4
SKAGIT, 06/04/22,89
SKAMANIA, 06/04/22,5
SNOHOMISH, 06/04/22,336
SPOKANE, 06/04/22,220
STEVENS, 06/04/22,14
THURSTON, 06/04/22,141
WAHKIAKUM, 06/04/22,1
WALLA WALLA, 06/04/22,32
WHATCOM, 06/04/22,128
WHITMAN, 06/04/22,10
YAKIMA, 06/04/22,244
ADAMS, 06/11/22,7
ASOTIN, 06/11/22,2
BENTON, 06/11/22,150
CHELAN, 06/11/22,65
CLALLAM, 06/11/22,22
CLARK, 06/11/22,168
COLUMBIA, 06/11/22,1
COWLITZ, 06/11/22,60
DOUGLAS, 06/11/22,34
FERRY, 06/11/22,6
FRANKLIN, 06/11/22,94
GARFIELD, 06/11/22,3
GRANT, 06/11/22,52
GRAYS HARBOR, 06/11/22,61
ISLAND, 06/11/22,26
JEFFERSON, 06/11/22,5
KING, 06/11/22,840
KITSAP, 06/11/22,99
KITTITAS, 06/11/22,24
KLICKITAT, 06/11/22,14
LEWIS, 06/11/22,46
LINCOLN, 06/11/22,6
MASON, 06/11/22,30
OKANOGAN, 06/11/22,33
PACIFIC, 06/11/22,13
PEND OREILLE, 06/11/22,3
PIERCE, 06/11/22,479
SAN JUAN, 06/11/22,3
SKAGIT, 06/11/22,70
SKAMANIA, 06/11/22,4
SNOHOMISH, 06/11/22,341
SPOKANE, 06/11/22,207
STEVENS, 06/11/22,21
THURSTON, 06/11/22,148
WAHKIAKUM, 06/11/22,1
WALLA WALLA, 06/11/22,22
WHATCOM, 06/11/22,129
WHITMAN, 06/11/22,10
YAKIMA, 06/11/22,255
ADAMS, 06/18/22,12
ASOTIN, 06/18/22,5
BENTON, 06/18/22,146
CHELAN, 06/18/22,51
CLALLAM, 06/18/22,21
CLARK, 06/18/22,186
COLUMBIA, 06/18/22,2
COWLITZ, 06/18/22,78
DOUGLAS, 06/18/22,42
FERRY, 06/18/22,5
FRANKLIN, 06/18/22,63
GARFIELD, 06/18/22,0
GRANT, 06/18/22,59
GRAYS HARBOR, 06/18/22,44
ISLAND, 06/18/22,17
JEFFERSON, 06/18/22,8
KING, 06/18/22,907
KITSAP, 06/18/22,90
KITTITAS, 06/18/22,27
KLICKITAT, 06/18/22,11
LEWIS, 06/18/22,62
LINCOLN, 06/18/22,2
MASON, 06/18/22,21
OKANOGAN, 06/18/22,30
PACIFIC, 06/18/22,5
PEND OREILLE, 06/18/22,3
PIERCE, 06/18/22,500
SAN JUAN, 06/18/22,0
SKAGIT, 06/18/22,77
SKAMANIA, 06/18/22,6
SNOHOMISH, 06/18/22,352
SPOKANE, 06/18/22,200
STEVENS, 06/18/22,25
THURSTON, 06/18/22,117
WAHKIAKUM, 06/18/22,1
WALLA WALLA, 06/18/22,17
WHATCOM, 06/18/22,130
WHITMAN, 06/18/22,5
YAKIMA, 06/18/22,231
ADAMS, 06/25/22,63
ASOTIN, 06/25/22,2
BENTON, 06/25/22,144
CHELAN, 06/25/22,42
CLALLAM, 06/25/22,31
CLARK, 06/25/22,339
COLUMBIA, 06/25/22,1
COWLITZ, 06/25/22,65
DOUGLAS, 06/25/22,18
FERRY, 06/25/22,0
FRANKLIN, 06/25/22,63
GARFIELD, 06/25/22,1
GRANT, 06/25/22,61
GRAYS HARBOR, 06/25/22,53
ISLAND, 06/25/22,25
JEFFERSON, 06/25/22,11
KING, 06/25/22,958
KITSAP, 06/25/22,93
KITTITAS, 06/25/22,23
KLICKITAT, 06/25/22,12
LEWIS, 06/25/22,65
LINCOLN, 06/25/22,6
MASON, 06/25/22,31
OKANOGAN, 06/25/22,34
PACIFIC, 06/25/22,8
PEND OREILLE, 06/25/22,5
PIERCE, 06/25/22,553
SAN JUAN, 06/25/22,2
SKAGIT, 06/25/22,90
SKAMANIA, 06/25/22,9
SNOHOMISH, 06/25/22,444
SPOKANE, 06/25/22,257
STEVENS, 06/25/22,26
THURSTON, 06/25/22,126
WAHKIAKUM, 06/25/22,1
WALLA WALLA, 06/25/22,18
WHATCOM, 06/25/22,149
WHITMAN, 06/25/22,14
YAKIMA, 06/25/22,180
ADAMS, 07/02/22,130
ASOTIN, 07/02/22,4
BENTON, 07/02/22,123
CHELAN, 07/02/22,39
CLALLAM, 07/02/22,34
CLARK, 07/02/22,264
COLUMBIA, 07/02/22,1
COWLITZ, 07/02/22,70
DOUGLAS, 07/02/22,16
FERRY, 07/02/22,5
FRANKLIN, 07/02/22,66
GARFIELD, 07/02/22,1
GRANT, 07/02/22,87
GRAYS HARBOR, 07/02/22,48
ISLAND, 07/02/22,18
JEFFERSON, 07/02/22,11
KING, 07/02/22,950
KITSAP, 07/02/22,85
KITTITAS, 07/02/22,20
KLICKITAT, 07/02/22,10
LEWIS, 07/02/22,57
LINCOLN, 07/02/22,2
MASON, 07/02/22,27
OKANOGAN, 07/02/22,22
PACIFIC, 07/02/22,13
PEND OREILLE, 07/02/22,4
PIERCE, 07/02/22,583
SAN JUAN, 07/02/22,1
SKAGIT, 07/02/22,78
SKAMANIA, 07/02/22,3
SNOHOMISH, 07/02/22,424
SPOKANE, 07/02/22,235
STEVENS, 07/02/22,23
THURSTON, 07/02/22,141
WAHKIAKUM, 07/02/22,0
WALLA WALLA, 07/02/22,17
WHATCOM, 07/02/22,134
WHITMAN, 07/02/22,11
YAKIMA, 07/02/22,209
ADAMS, 07/09/22,66
ASOTIN, 07/09/22,3
BENTON, 07/09/22,124
CHELAN, 07/09/22,47
CLALLAM, 07/09/22,27
CLARK, 07/09/22,206
COLUMBIA, 07/09/22,1
COWLITZ, 07/09/22,67
DOUGLAS, 07/09/22,15
FERRY, 07/09/22,0
FRANKLIN, 07/09/22,71
GARFIELD, 07/09/22,0
GRANT, 07/09/22,105
GRAYS HARBOR, 07/09/22,50
ISLAND, 07/09/22,27
JEFFERSON, 07/09/22,5
KING, 07/09/22,949
KITSAP, 07/09/22,79
KITTITAS, 07/09/22,14
KLICKITAT, 07/09/22,4
LEWIS, 07/09/22,52
LINCOLN, 07/09/22,2
MASON, 07/09/22,25
OKANOGAN, 07/09/22,25
PACIFIC, 07/09/22,15
PEND OREILLE, 07/09/22,9
PIERCE, 07/09/22,539
SAN JUAN, 07/09/22,2
SKAGIT, 07/09/22,75
SKAMANIA, 07/09/22,7
SNOHOMISH, 07/09/22,459
SPOKANE, 07/09/22,229
STEVENS, 07/09/22,18
THURSTON, 07/09/22,140
WAHKIAKUM, 07/09/22,2
WALLA WALLA, 07/09/22,19
WHATCOM, 07/09/22,118
WHITMAN, 07/09/22,6
YAKIMA, 07/09/22,173
ADAMS, 07/16/22,12
ASOTIN, 07/16/22,4
BENTON, 07/16/22,114
CHELAN, 07/16/22,42
CLALLAM, 07/16/22,22
CLARK, 07/16/22,207
COLUMBIA, 07/16/22,2
COWLITZ, 07/16/22,68
DOUGLAS, 07/16/22,16
FERRY, 07/16/22,5
FRANKLIN, 07/16/22,59
GARFIELD, 07/16/22,0
GRANT, 07/16/22,36
GRAYS HARBOR, 07/16/22,42
ISLAND, 07/16/22,28
JEFFERSON, 07/16/22,9
KING, 07/16/22,917
KITSAP, 07/16/22,97
KITTITAS, 07/16/22,27
KLICKITAT, 07/16/22,12
LEWIS, 07/16/22,36
LINCOLN, 07/16/22,4
MASON, 07/16/22,36
OKANOGAN, 07/16/22,22
PACIFIC, 07/16/22,11
PEND OREILLE, 07/16/22,2
PIERCE, 07/16/22,545
SAN JUAN, 07/16/22,1
SKAGIT, 07/16/22,80
SKAMANIA, 07/16/22,3
SNOHOMISH, 07/16/22,381
SPOKANE, 07/16/22,200
STEVENS, 07/16/22,20
THURSTON, 07/16/22,103
WAHKIAKUM, 07/16/22,2
WALLA WALLA, 07/16/22,31
WHATCOM, 07/16/22,113
WHITMAN, 07/16/22,8
YAKIMA, 07/16/22,205
ADAMS, 07/23/22,6
ASOTIN, 07/23/22,5
BENTON, 07/23/22,115
CHELAN, 07/23/22,34
CLALLAM, 07/23/22,26
CLARK, 07/23/22,132
COLUMBIA, 07/23/22,1
COWLITZ, 07/23/22,61
DOUGLAS, 07/23/22,22
FERRY, 07/23/22,8
FRANKLIN, 07/23/22,62
GARFIELD, 07/23/22,1
GRANT, 07/23/22,62
GRAYS HARBOR, 07/23/22,41
ISLAND, 07/23/22,21
JEFFERSON, 07/23/22,2
KING, 07/23/22,788
KITSAP, 07/23/22,75
KITTITAS, 07/23/22,15
KLICKITAT, 07/23/22,8
LEWIS, 07/23/22,23
LINCOLN, 07/23/22,2
MASON, 07/23/22,27
OKANOGAN, 07/23/22,16
PACIFIC, 07/23/22,10
PEND OREILLE, 07/23/22,4
PIERCE, 07/23/22,459
SAN JUAN, 07/23/22,2
SKAGIT, 07/23/22,62
SKAMANIA, 07/23/22,3
SNOHOMISH, 07/23/22,342
SPOKANE, 07/23/22,176
STEVENS, 07/23/22,13
THURSTON, 07/23/22,105
WAHKIAKUM, 07/23/22,1
WALLA WALLA, 07/23/22,18
WHATCOM, 07/23/22,110
WHITMAN, 07/23/22,10
YAKIMA, 07/23/22,213
ADAMS, 07/30/22,7
ASOTIN, 07/30/22,7
BENTON, 07/30/22,130
CHELAN, 07/30/22,75
CLALLAM, 07/30/22,23
CLARK, 07/30/22,203
COLUMBIA, 07/30/22,0
COWLITZ, 07/30/22,77
DOUGLAS, 07/30/22,42
FERRY, 07/30/22,2
FRANKLIN, 07/30/22,56
GARFIELD, 07/30/22,1
GRANT, 07/30/22,66
GRAYS HARBOR, 07/30/22,55
ISLAND, 07/30/22,31
JEFFERSON, 07/30/22,5
KING, 07/30/22,812
KITSAP, 07/30/22,77
KITTITAS, 07/30/22,19
KLICKITAT, 07/30/22,11
LEWIS, 07/30/22,45
LINCOLN, 07/30/22,4
MASON, 07/30/22,24
OKANOGAN, 07/30/22,10
PACIFIC, 07/30/22,4
PEND OREILLE, 07/30/22,5
PIERCE, 07/30/22,504
SAN JUAN, 07/30/22,1
SKAGIT, 07/30/22,68
SKAMANIA, 07/30/22,2
SNOHOMISH, 07/30/22,355
SPOKANE, 07/30/22,207
STEVENS, 07/30/22,21
THURSTON, 07/30/22,141
WAHKIAKUM, 07/30/22,1
WALLA WALLA, 07/30/22,18
WHATCOM, 07/30/22,85
WHITMAN, 07/30/22,3
YAKIMA, 07/30/22,261
ADAMS, 08/06/22,8
ASOTIN, 08/06/22,2
BENTON, 08/06/22,115
CHELAN, 08/06/22,83
CLALLAM, 08/06/22,33
CLARK, 08/06/22,206
COLUMBIA, 08/06/22,0
COWLITZ, 08/06/22,73
DOUGLAS, 08/06/22,45
FERRY, 08/06/22,4
FRANKLIN, 08/06/22,51
GARFIELD, 08/06/22,0
GRANT, 08/06/22,66
GRAYS HARBOR, 08/06/22,47
ISLAND, 08/06/22,21
JEFFERSON, 08/06/22,10
KING, 08/06/22,894
KITSAP, 08/06/22,105
KITTITAS, 08/06/22,28
KLICKITAT, 08/06/22,16
LEWIS, 08/06/22,36
LINCOLN, 08/06/22,2
MASON, 08/06/22,41
OKANOGAN, 08/06/22,27
PACIFIC, 08/06/22,6
PEND OREILLE, 08/06/22,2
PIERCE, 08/06/22,505
SAN JUAN, 08/06/22,5
SKAGIT, 08/06/22,76
SKAMANIA, 08/06/22,4
SNOHOMISH, 08/06/22,374
SPOKANE, 08/06/22,212
STEVENS, 08/06/22,13
THURSTON, 08/06/22,120
WAHKIAKUM, 08/06/22,1
WALLA WALLA, 08/06/22,22
WHATCOM, 08/06/22,114
WHITMAN, 08/06/22,7
YAKIMA, 08/06/22,344
ADAMS, 08/13/22,11
ASOTIN, 08/13/22,2
BENTON, 08/13/22,121
CHELAN, 08/13/22,81
CLALLAM, 08/13/22,19
CLARK, 08/13/22,200
COLUMBIA, 08/13/22,2
COWLITZ, 08/13/22,58
DOUGLAS, 08/13/22,36
FERRY, 08/13/22,3
FRANKLIN, 08/13/22,44
GARFIELD, 08/13/22,1
GRANT, 08/13/22,39
GRAYS HARBOR, 08/13/22,46
ISLAND, 08/13/22,21
JEFFERSON, 08/13/22,10
KING, 08/13/22,878
KITSAP, 08/13/22,97
KITTITAS, 08/13/22,34
KLICKITAT, 08/13/22,12
LEWIS, 08/13/22,40
LINCOLN, 08/13/22,2
MASON, 08/13/22,22
OKANOGAN, 08/13/22,25
PACIFIC, 08/13/22,10
PEND OREILLE, 08/13/22,6
PIERCE, 08/13/22,473
SAN JUAN, 08/13/22,2
SKAGIT, 08/13/22,80
SKAMANIA, 08/13/22,4
SNOHOMISH, 08/13/22,342
SPOKANE, 08/13/22,213
STEVENS, 08/13/22,23
THURSTON, 08/13/22,123
WAHKIAKUM, 08/13/22,1
WALLA WALLA, 08/13/22,24
WHATCOM, 08/13/22,110
WHITMAN, 08/13/22,10
YAKIMA, 08/13/22,332
ADAMS, 08/20/22,7
ASOTIN, 08/20/22,7
BENTON, 08/20/22,110
CHELAN, 08/20/22,80
CLALLAM, 08/20/22,26
CLARK, 08/20/22,206
COLUMBIA, 08/20/22,1
COWLITZ, 08/20/22,56
DOUGLAS, 08/20/22,44
FERRY, 08/20/22,2
FRANKLIN, 08/20/22,49
GARFIELD, 08/20/22,0
GRANT, 08/20/22,63
GRAYS HARBOR, 08/20/22,29
ISLAND, 08/20/22,20
JEFFERSON, 08/20/22,10
KING, 08/20/22,821
KITSAP, 08/20/22,87
KITTITAS, 08/20/22,19
KLICKITAT, 08/20/22,9
LEWIS, 08/20/22,44
LINCOLN, 08/20/22,3
MASON, 08/20/22,43
OKANOGAN, 08/20/22,32
PACIFIC, 08/20/22,7
PEND OREILLE, 08/20/22,4
PIERCE, 08/20/22,479
SAN JUAN, 08/20/22,4
SKAGIT, 08/20/22,61
SKAMANIA, 08/20/22,3
SNOHOMISH, 08/20/22,357
SPOKANE, 08/20/22,209
STEVENS, 08/20/22,17
THURSTON, 08/20/22,121
WAHKIAKUM, 08/20/22,1
WALLA WALLA, 08/20/22,13
WHATCOM, 08/20/22,119
WHITMAN, 08/20/22,5
YAKIMA, 08/20/22,340
ADAMS, 08/27/22,4
ASOTIN, 08/27/22,3
BENTON, 08/27/22,100
CHELAN, 08/27/22,56
CLALLAM, 08/27/22,18
CLARK, 08/27/22,169
COLUMBIA, 08/27/22,0
COWLITZ, 08/27/22,56
DOUGLAS, 08/27/22,19
FERRY, 08/27/22,5
FRANKLIN, 08/27/22,55
GARFIELD, 08/27/22,1
GRANT, 08/27/22,43
GRAYS HARBOR, 08/27/22,41
ISLAND, 08/27/22,19
JEFFERSON, 08/27/22,7
KING, 08/27/22,845
KITSAP, 08/27/22,94
KITTITAS, 08/27/22,20
KLICKITAT, 08/27/22,7
LEWIS, 08/27/22,41
LINCOLN, 08/27/22,6
MASON, 08/27/22,23
OKANOGAN, 08/27/22,34
PACIFIC, 08/27/22,8
PEND OREILLE, 08/27/22,3
PIERCE, 08/27/22,517
SAN JUAN, 08/27/22,3
SKAGIT, 08/27/22,52
SKAMANIA, 08/27/22,3
SNOHOMISH, 08/27/22,323
SPOKANE, 08/27/22,206
STEVENS, 08/27/22,10
THURSTON, 08/27/22,122
WAHKIAKUM, 08/27/22,1
WALLA WALLA, 08/27/22,16
WHATCOM, 08/27/22,96
WHITMAN, 08/27/22,7
YAKIMA, 08/27/22,300
ADAMS, 09/03/22,8
ASOTIN, 09/03/22,7
BENTON, 09/03/22,110
CHELAN, 09/03/22,42
CLALLAM, 09/03/22,29
CLARK, 09/03/22,200
COLUMBIA, 09/03/22,2
COWLITZ, 09/03/22,62
DOUGLAS, 09/03/22,15
FERRY, 09/03/22,3
FRANKLIN, 09/03/22,54
GARFIELD, 09/03/22,0
GRANT, 09/03/22,34
GRAYS HARBOR, 09/03/22,39
ISLAND, 09/03/22,14
JEFFERSON, 09/03/22,9
KING, 09/03/22,1023
KITSAP, 09/03/22,80
KITTITAS, 09/03/22,18
KLICKITAT, 09/03/22,11
LEWIS, 09/03/22,36
LINCOLN, 09/03/22,3
MASON, 09/03/22,31
OKANOGAN, 09/03/22,21
PACIFIC, 09/03/22,14
PEND OREILLE, 09/03/22,4
PIERCE, 09/03/22,528
SAN JUAN, 09/03/22,5
SKAGIT, 09/03/22,95
SKAMANIA, 09/03/22,3
SNOHOMISH, 09/03/22,330
SPOKANE, 09/03/22,217
STEVENS, 09/03/22,20
THURSTON, 09/03/22,136
WAHKIAKUM, 09/03/22,1
WALLA WALLA, 09/03/22,18
WHATCOM, 09/03/22,105
WHITMAN, 09/03/22,12
YAKIMA, 09/03/22,216
ADAMS, 09/10/22,6
ASOTIN, 09/10/22,7
BENTON, 09/10/22,140
CHELAN, 09/10/22,40
CLALLAM, 09/10/22,22
CLARK, 09/10/22,178
COLUMBIA, 09/10/22,1
COWLITZ, 09/10/22,57
DOUGLAS, 09/10/22,19
FERRY, 09/10/22,1
FRANKLIN, 09/10/22,54
GARFIELD, 09/10/22,0
GRANT, 09/10/22,43
GRAYS HARBOR, 09/10/22,49
ISLAND, 09/10/22,21
JEFFERSON, 09/10/22,8
KING, 09/10/22,877
KITSAP, 09/10/22,82
KITTITAS, 09/10/22,28
KLICKITAT, 09/10/22,8
LEWIS, 09/10/22,47
LINCOLN, 09/10/22,2
MASON, 09/10/22,37
OKANOGAN, 09/10/22,19
PACIFIC, 09/10/22,13
PEND OREILLE, 09/10/22,5
PIERCE, 09/10/22,471
SAN JUAN, 09/10/22,2
SKAGIT, 09/10/22,61
SKAMANIA, 09/10/22,3
SNOHOMISH, 09/10/22,357
SPOKANE, 09/10/22,208
STEVENS, 09/10/22,24
THURSTON, 09/10/22,141
WAHKIAKUM, 09/10/22,0
WALLA WALLA, 09/10/22,20
WHATCOM, 09/10/22,97
WHITMAN, 09/10/22,10
YAKIMA, 09/10/22,162
ADAMS, 09/17/22,10
ASOTIN, 09/17/22,9
BENTON, 09/17/22,139
CHELAN, 09/17/22,49
CLALLAM, 09/17/22,23
CLARK, 09/17/22,179
COLUMBIA, 09/17/22,1
COWLITZ, 09/17/22,62
DOUGLAS, 09/17/22,28
FERRY, 09/17/22,3
FRANKLIN, 09/17/22,52
GARFIELD, 09/17/22,0
GRANT, 09/17/22,36
GRAYS HARBOR, 09/17/22,65
ISLAND, 09/17/22,20
JEFFERSON, 09/17/22,10
KING, 09/17/22,933
KITSAP, 09/17/22,90
KITTITAS, 09/17/22,25
KLICKITAT, 09/17/22,1
LEWIS, 09/17/22,65
LINCOLN, 09/17/22,3
MASON, 09/17/22,32
OKANOGAN, 09/17/22,17
PACIFIC, 09/17/22,40
PEND OREILLE, 09/17/22,5
PIERCE, 09/17/22,502
SAN JUAN, 09/17/22,2
