variable,estimate,year,month,data_day,equiv_day,geography,concept
International Air Mail - OUT,0,2021,09,2021-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2021,09,2021-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2021,09,2021-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2021,09,2021-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2021,09,2021-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,22736,2021,09,2021-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,19118,2021,09,2021-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,41854,2021,09,2021-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,34078,2021,09,2021-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,386,2021,09,2021-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,141,2021,09,2021-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Military,5,2021,09,2021-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,34610,2021,09,2021-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,1626907,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,1653473,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,3280380,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,90363,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,89560,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,179923,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,1717270,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,1743033,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,3460303,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,16881,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,14514,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,31395,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,6005,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,5118,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,11123,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,22886,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,19632,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,42518,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,22886,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,19632,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,42518,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,33358,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,372,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,129,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Military,0,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,33859,2021,10,2021-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,1556455,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,1570593,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,3127048,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,101730,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,99724,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,201454,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,1658185,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,1670317,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,3328502,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,17333,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,13972,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,31305,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,5848,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,5251,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,11099,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,23181,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,19223,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,42404,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,23181,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,19223,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,42404,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,30649,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,326,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,93,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Military,7,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,31075,2021,11,2021-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,1498657,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,1515494,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,3014151,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,118641,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,123986,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,242627,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,1617298,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,1639480,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,3256778,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,18624,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,16173,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,34797,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,5485,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,6612,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,12097,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,24109,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,22786,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,46895,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,24109,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,22786,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,46895,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,28708,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,348,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,81,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Military,4,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,29141,2021,12,2021-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,1212096,2022,01,2022-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,1188881,2022,01,2022-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,2400977,2022,01,2022-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,106471,2022,01,2022-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,93316,2022,01,2022-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,199787,2022,01,2022-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,1318567,2022,01,2022-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,1282197,2022,01,2022-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,2600764,2022,01,2022-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,15450,2022,01,2022-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,13014,2022,01,2022-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,28464,2022,01,2022-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,4778,2022,01,2022-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,5953,2022,01,2022-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,10731,2022,01,2022-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,20227,2022,01,2022-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,18967,2022,01,2022-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,39194,2022,01,2022-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2022,01,2022-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2022,01,2022-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
